phone,price,title,sub_title,km,marque,location,capacite,annee,link_car,modele
502,35 900,BMW X3 E83,2010r..Xenon..Nawigacja..Manual..165tys km..Oryginał..Serwis!!,165 000 km,BMW,"Mikołów, mikołowski, Śląskie, Dąbrowa",1 995 cm3,2010,https://www.otomoto.pl/oferta/bmw-x3-2010r-xenon-nawigacja-manual-165tys-km-oryginal-serwis-ID6BzrUl.html#21eef86138,X3
669,26 900,Volkswagen Touran II,"2.0 TDI 140 KM, książka serwisowa, LED, osoba prywatna",280 000 km,Volkswagen,"Poznań, Wielkopolskie, Nowe Miasto",1 968 cm3,2010,https://www.otomoto.pl/oferta/volkswagen-touran-2-0-tdi-140-km-ksiazka-serwisowa-led-osoba-prywatna-ID6A6DvU.html#21eef86138,Touran
+48,72 899,Volkswagen Golf VII,Mega rabat DIESEL w CENIE benzyny 115KM,5 km,Volkswagen,"Beskidzka 105 - 43-100 Tychy, Śląskie (Polska)",1 598 cm3,2018,https://www.otomoto.pl/oferta/volkswagen-golf-mega-rabat-diesel-w-cenie-benzyny-115km-ID6BuRxV.html#21eef86138,Golf
602,50 500,BMW Seria 3 F30,BMW F31 2.0D 185KM AUTOMAT ZF fv 23%,189 000 km,BMW,"Włoszczowa, włoszczowski, Świętokrzyskie",2 000 cm3,2013,https://www.otomoto.pl/oferta/bmw-seria-3-bmw-f31-2-0d-185km-automat-zf-fv-23-ID6ANIS3.html#21eef86138,Seria 3
+48,38 500,Citroën C3 II,"1.2 PureTech, Salon Polska, 1. Właściciel, Serwis ASO, Klimatronic,",28 450 km,Citroën,"Okulickiego 3B - 05-500 Piaseczno, piaseczyński, Mazowieckie (Polska)",1 199 cm3,2016,https://www.otomoto.pl/oferta/citroen-c3-1-2-puretech-salon-polska-1-wlasciciel-serwis-aso-klimatronic-ID6BzrOa.html#55e405ac86,C3
+48,34 200,Dacia Duster,"1.5 dCi, Salon Polska, Serwis ASO, Klima, Parktronic",70 479 km,Dacia,"Okulickiego 3B - 05-500 Piaseczno, piaseczyński, Mazowieckie (Polska)",1 461 cm3,2012,https://www.otomoto.pl/oferta/dacia-duster-1-5-dci-salon-polska-serwis-aso-klima-parktronic-ID6BzrO9.html#55e405ac86,Duster
+48,10 000,Opel Corsa D,"1.7 CDTi, Klima, Parktronic,ALU",171 338 km,Opel,"Okulickiego 3B - 05-500 Piaseczno, piaseczyński, Mazowieckie (Polska)",1 686 cm3,2007,https://www.otomoto.pl/oferta/opel-corsa-1-7-cdti-klima-parktronic-alu-ID6BzrOf.html#55e405ac86,Corsa
426,88 900,Volkswagen Golf VII,"Var. Comf. 1.5TSI 130KM, Podgrz. szyba, Led, Wyprzedaż Rocznika w ASO",1 km,Volkswagen,"Niciarniana 51/53 - 92-320 Łódź, Łódzkie (Polska)",1 498 cm3,2018,https://www.otomoto.pl/oferta/volkswagen-golf-var-comf-1-5tsi-130km-podgrz-szyba-led-wyprzedaz-rocznika-w-aso-ID6BuLTd.html#21eef86138,Golf
+48,34 000,Ford Focus Mk3,"1.6 16V, Salon Polska, Serwis ASO, Klima, Parktronic",75 839 km,Ford,"Okulickiego 3B - 05-500 Piaseczno, piaseczyński, Mazowieckie (Polska)",1 596 cm3,2011,https://www.otomoto.pl/oferta/ford-focus-1-6-16v-salon-polska-serwis-aso-klima-parktronic-ID6BzrOB.html#55e405ac86,Focus
+48,40 900,Volkswagen Passat B7,2.0TDI/DSG/NAVI/Bezwypadkowy,145 925 km,Volkswagen,"Stanisława Staszica 2 - 63100 Śrem, śremski, Wielkopolskie (Polska)",2 000 cm3,2013,https://www.otomoto.pl/oferta/volkswagen-passat-2-0tdi-dsg-navi-bezwypadkowy-ID6BwJo6.html#55e405ac86,Passat
+48,28 454,Volkswagen Passat B7,"2.0 TDI, VAT 23%, Skóra, Navi, Klimatronic, Tempomat, Parktronic,",247 771 km,Volkswagen,"Okulickiego 3B - 05-500 Piaseczno, piaseczyński, Mazowieckie (Polska)",1 968 cm3,2011,https://www.otomoto.pl/oferta/volkswagen-passat-2-0-tdi-vat-23-skora-navi-klimatronic-tempomat-parktronic-ID6BzrOx.html#55e405ac86,Passat
004,28 900,Citroën C3 Picasso,f v,161 900 km,Citroën,"-- - 96-200 Rawa Mazowiecka, rawski, Łódzkie (Polska)",1 600 cm3,2014,https://www.otomoto.pl/oferta/citroen-c3-picasso-f-v-ID6zVYjV.html#55e405ac86,C3 Picasso
+48,89 255,Audi A5 8T,"2.0 TDI, 1. Właściciel, Serwis ASO, VAT 23%, Skóra, Navi, Xenon,",14 779 km,Audi,"Okulickiego 3B - 05-500 Piaseczno, piaseczyński, Mazowieckie (Polska)",1 968 cm3,2016,https://www.otomoto.pl/oferta/audi-a5-2-0-tdi-1-wlasciciel-serwis-aso-vat-23-skora-navi-xenon-ID6Bxcbs.html#55e405ac86,A5
+48,57 000,Volkswagen CC,"1.4 TSI, Salon Polska, Serwis ASO, Navi, Xenon, Bi-Xenon, Klimatronic,",68 640 km,Volkswagen,"Aleja Roździeńskiego 91 - 40-203 Katowice, Bogucice (Polska)",1 390 cm3,2013,https://www.otomoto.pl/oferta/volkswagen-cc-1-4-tsi-salon-polska-serwis-aso-navi-xenon-bi-xenon-klimatronic-ID6BzrOQ.html#55e405ac86,CC
+48,16 800,Opel Zafira B,"1.6, GAZ, 7 miejsc, Klima, Tempomat,ALU",202 483 km,Opel,"Tyniecka 3 - 55-040 Bielany Wrocławskie, gm. Kobierzyce, wrocławski, Dolnośląskie (Polska)",1 598 cm3,2005,https://www.otomoto.pl/oferta/opel-zafira-1-6-gaz-7-miejsc-klima-tempomat-alu-ID6ByEYx.html#55e405ac86,Zafira
+48,89 255,Audi A5 8T,"2.0 TDI, 1. Właściciel, Serwis ASO, VAT 23%, Skóra, Navi, Xenon,",32 908 km,Audi,"Okulickiego 3B - 05-500 Piaseczno, piaseczyński, Mazowieckie (Polska)",1 968 cm3,2016,https://www.otomoto.pl/oferta/audi-a5-2-0-tdi-1-wlasciciel-serwis-aso-vat-23-skora-navi-xenon-ID6BxcbB.html#55e405ac86,A5
880,19 900,Volkswagen Golf Plus,Piękny 100% Oryginał 1.9 Tdi 105 KM Automat DSG Serwis do końca!,190 000 km,Volkswagen,"Ostrów Mazowiecka, ostrowski, Mazowieckie",1 900 cm3,2008,https://www.otomoto.pl/oferta/volkswagen-golf-plus-piekny-100-oryginal-1-9-tdi-105-km-automat-dsg-serwis-do-konca-ID6BwXEx.html#55e405ac86,Golf Plus
223,58 000,Volkswagen Golf VII,"1.0 TSI, Salon Polska, Serwis ASO, Xenon, Bi-Xenon, Klimatronic,",26 356 km,Volkswagen,"Droga Dębińska 10b - 61-555 Poznań, Wilda (Polska)",999 cm3,2017,https://www.otomoto.pl/oferta/volkswagen-golf-1-0-tsi-salon-polska-serwis-aso-xenon-bi-xenon-klimatronic-ID6ByEZk.html#55e405ac86,Golf
+48,43 000,Volkswagen Passat B7,"2.0 TDI, Salon Polska, Serwis ASO, 167 KM, Navi, Xenon, Bi-Xenon,",129 299 km,Volkswagen,"Aleja Roździeńskiego 91 - 40-203 Katowice, Bogucice (Polska)",1 968 cm3,2011,https://www.otomoto.pl/oferta/volkswagen-passat-2-0-tdi-salon-polska-serwis-aso-167-km-navi-xenon-bi-xenon-ID6BzrOR.html#55e405ac86,Passat
604,63 900,Škoda Octavia III,"2,0TDi 150KM DSG Style, Lane Assist, Bi-xenon+LED, Salon PL, FV23%",126 000 km,Škoda,"ul. Królewiecka 70 - 54-117 Wrocław, Fabryczna (Polska)",2 000 cm3,2016,https://www.otomoto.pl/oferta/skoda-octavia-2-0tdi-150km-dsg-style-lane-assist-bi-xenon-led-salon-pl-fv23-ID6BzKGD.html#55e405ac86,Octavia
882,17 900,Škoda Octavia II,,274 000 km,Škoda,"Brzeźnica, wadowicki, Małopolskie",1 598 cm3,2010,https://www.otomoto.pl/oferta/skoda-octavia-ID6Bva2I.html#55e405ac86,Octavia
508,59 800,Volvo S60 II,"R Design D3 2,0d",36 600 km,Volvo,"Promienista 3 - 62-045 Pniewy, szamotulski, Wielkopolskie (Polska)",1 998 cm3,2015,https://www.otomoto.pl/oferta/volvo-s60-r-design-d3-2-0d-ID6BsEtQ.html#55e405ac86,S60
502,151 500,Škoda Octavia III,"RS 2,0 TDI 135 kW (184 KM) DSG",3 km,Škoda,"Al. Wojska Polskiego 5 - 62-800 Kalisz, Wielkopolskie (Polska)",2 000 cm3,2018,https://www.otomoto.pl/oferta/skoda-octavia-rs-2-0-tdi-135-kw-184-km-dsg-ID6AVGSX.html#55e405ac86,Octavia
604,24 900,Škoda Fabia II,"1,6TDi 90KM Ambition Plus, Salon PL, FV23%, 1-szy właściciel",147 000 km,Škoda,"ul. Królewiecka 70 - 54-117 Wrocław, Fabryczna (Polska)",1 600 cm3,2014,https://www.otomoto.pl/oferta/skoda-fabia-1-6tdi-90km-ambition-plus-salon-pl-fv23-1-szy-wlasciciel-ID6BzKGL.html#55e405ac86,Fabia
780,32 899,Ford S-Max I,Ford S MAX Titanium SPORT ST 2.2Tdci 200KM 156tys.km RODZINNY VAN,156 666 km,Ford,"Garwolin, garwoliński, Mazowieckie",2 179 cm3,2009,https://www.otomoto.pl/oferta/ford-s-max-ford-s-max-titanium-sport-st-2-2tdci-200km-156tys-km-rodzinny-van-ID6BwTVX.html#5e7133392b,S-Max
883,24 800,BMW Seria 5 E60,BiXenon*FULL*2.0*LIFTING*177 KM*Bezwypadkowa*Serwis do końca*AUTOMAT,206 534 km,BMW,"Ślesin, koniński, Wielkopolskie",1 995 cm3,2008,https://www.otomoto.pl/oferta/bmw-seria-5-bixenonfull2-0lifting177-kmbezwypadkowaserwis-do-koncaautomat-ID6BA2Dc.html#5e7133392b,Seria 5
696,2 150,Citroën Berlingo I,** CITROEN BERLINGO 2004 LIFT 1.9D 5 osobowy okazja **,200 000 km,Citroën,"PUŁTUSK - 06-100 Pułtusk, pułtuski, Mazowieckie (Polska)",Diesel,2004,https://www.otomoto.pl/oferta/citroen-berlingo-citroen-berlingo-2004-lift-1-9d-5-osobowy-okazja-ID6BA1dc.html#5e7133392b,Berlingo
+48,102 438,Audi A5 8T,"2.0 TDI, 1. Właściciel, Serwis ASO, 187 KM, 4X4, Automat, VAT 23%,",30 006 km,Audi,"Okulickiego 3B - 05-500 Piaseczno, piaseczyński, Mazowieckie (Polska)",1 968 cm3,2016,https://www.otomoto.pl/oferta/audi-a5-2-0-tdi-1-wlasciciel-serwis-aso-187-km-4x4-automat-vat-23-ID6BxcbD.html#55e405ac86,A5
667,19 900,Ford Focus Mk2,"GOLD X KOMBI 1.8 115 KM, bezwypadkowy od osoby prywatnej",110 000 km,Ford,"Rzgów, łódzki wschodni, Łódzkie",1 753 cm3,2010,https://www.otomoto.pl/oferta/ford-focus-gold-x-kombi-1-8-115-km-bezwypadkowy-od-osoby-prywatnej-ID6Bwpm4.html#55e405ac86,Focus
+48,45 000,Ford Focus Mk3,"1.6 EcoBoost, Salon Polska, 1. Właściciel, Serwis ASO, Klima,",69 076 km,Ford,"Okulickiego 3B - 05-500 Piaseczno, piaseczyński, Mazowieckie (Polska)",1 596 cm3,2014,https://www.otomoto.pl/oferta/ford-focus-1-6-ecoboost-salon-polska-1-wlasciciel-serwis-aso-klima-ID6BzrNK.html#5e7133392b,Focus
883,37 700,Mitsubishi ASX,ClearTec,221 551 km,Mitsubishi,"Suchedniów, skarżyski, Świętokrzyskie",1 800 cm3,2011,https://www.otomoto.pl/oferta/mitsubishi-asx-cleartec-ID6BusCs.html#5e7133392b,ASX
504,75 900,Renault Trafic III,"i Właściciel, salon PL , bezwypadkowy , 125 KM , 51000 km, Long 9 os.",51 000 km,Renault,"Gdańsk, Pomorskie, Siedlce",1 598 cm3,2017,https://www.otomoto.pl/oferta/renault-trafic-i-wlasciciel-salon-pl-bezwypadkowy-125-km-51000-km-long-9-os-ID6BA2Dq.html#5e7133392b,Trafic
660,36 900,Peugeot 3008 I,1.6 Benzyna 156 KM PLATINUM Biała Perła Tylko 74.000 km Bi Xenon Skóra,74 800 km,Peugeot,"Tułowice, opolski, Opolskie",1 600 cm3,2010,https://www.otomoto.pl/oferta/peugeot-3008-1-6-benzyna-156-km-platinum-biala-perla-tylko-74-000-km-bi-xenon-skora-ID6BzCji.html#5e7133392b,3008
660,23 300,Opel Meriva II,1.4 Benzyna Bezwypadkowa Serwis ASO Opłacona,203 800 km,Opel,"Tułowice, opolski, Opolskie",1 400 cm3,2011,https://www.otomoto.pl/oferta/opel-meriva-1-4-benzyna-bezwypadkowa-serwis-aso-oplacona-ID6BvVp7.html#5e7133392b,Meriva
518,33 333,Hyundai I30 II,1.6CRDi 110KM SalonPL 1WŁ Czujniki Pełen Serwis Super Stan FV23%,130 000 km,Hyundai,"Mariana Buczka 4 / wejście od Kwiatowej - 96-500 Sochaczew, sochaczewski, Mazowieckie (Polska)",1 582 cm3,2014,https://www.otomoto.pl/oferta/hyundai-i30-1-6crdi-110km-salonpl-1wl-czujniki-pelen-serwis-super-stan-fv23-ID6ByAKv.html#5e7133392b,I30
889,110 000,Volkswagen Passat B8,Volkswagen Passat B8 R Line DSG 190 KM,58 000 km,Volkswagen,"Brzezinki, kielecki, Świętokrzyskie",2 000 cm3,2016,https://www.otomoto.pl/oferta/volkswagen-passat-volkswagen-passat-b8-r-line-dsg-190-km-ID6Bvb1C.html#5e7133392b,Passat
+48,17 885,Škoda Fabia II,"1.6 TDI, Salon Polska, 1. Właściciel, Serwis ASO, VAT 23%, Klima ,",141 500 km,Škoda,"Okulickiego 3B - 05-500 Piaseczno, piaseczyński, Mazowieckie (Polska)",1 598 cm3,2014,https://www.otomoto.pl/oferta/skoda-fabia-1-6-tdi-salon-polska-1-wlasciciel-serwis-aso-vat-23-klima-ID6BzrNO.html#5e7133392b,Fabia
660,23 900,Seat Altea,1.6 MPI 102 KM ! Benzyna Tylko 140.000 km Serwisowana Bezwypadkowa,140 700 km,Seat,"Tułowice, opolski, Opolskie",1 600 cm3,2009,https://www.otomoto.pl/oferta/seat-altea-1-6-mpi-102-km-benzyna-tylko-140-000-km-serwisowana-bezwypadkowa-ID6BzKRf.html#5e7133392b,Altea
507,35 700,Audi A6 C6,2.4 MPI FULL Opcja 2 x S Line Jedyne w PL E4J Bi Xenon skrętny BOSE,232 000 km,Audi,"Radom, Mazowieckie",2 398 cm3,2006,https://www.otomoto.pl/oferta/audi-a6-2-4-mpi-full-opcja-2-x-s-line-jedyne-w-pl-e4j-bi-xenon-skretny-bose-ID6BzpeG.html#5e7133392b,A6
601,59 000,Volkswagen Passat B7,2017 NISKI przebieg 5600km ORGINALNY,5 600 km,Volkswagen,"Żory, Śląskie",1 800 cm3,2017,https://www.otomoto.pl/oferta/volkswagen-passat-2017-niski-przebieg-5600km-orginalny-ID6BzrIx.html#5e7133392b,Passat
799,188 000,Volkswagen Arteon,"2.0 BiTD 240 KM, Salon Polska, b. dobrze wyposażony, gwarancja do 2022",39 000 km,Volkswagen,"Wrocław, Dolnośląskie, Psie Pole",1 968 cm3,2017,https://www.otomoto.pl/oferta/volkswagen-arteon-2-0-bitd-240-km-salon-polska-b-dobrze-wyposazony-gwarancja-do-2022-ID6BsbiE.html#5e7133392b,Arteon
004,36 900,Ford Focus Mk3,,97 700 km,Ford,"-- - 96-200 Rawa Mazowiecka, rawski, Łódzkie (Polska)",1 998 cm3,2015,https://www.otomoto.pl/oferta/ford-focus-ID6zVYBh.html#5e7133392b,Focus
+48,29 267,Ford Focus Mk3,"1.6 TDCI, Salon Polska, 1. Właściciel, Serwis ASO, VAT 23%, Klima,",43 668 km,Ford,"Okulickiego 3B - 05-500 Piaseczno, piaseczyński, Mazowieckie (Polska)",1 560 cm3,2014,https://www.otomoto.pl/oferta/ford-focus-1-6-tdci-salon-polska-1-wlasciciel-serwis-aso-vat-23-klima-ID6BzrNQ.html#5e7133392b,Focus
+48,29 917,Toyota Yaris III,"1.0 VVT-i, Salon Polska, 1. Właściciel, Serwis ASO, VAT 23%, Klima",50 670 km,Toyota,"Okulickiego 3B - 05-500 Piaseczno, piaseczyński, Mazowieckie (Polska)",998 cm3,2016,https://www.otomoto.pl/oferta/toyota-yaris-1-0-vvt-i-salon-polska-1-wlasciciel-serwis-aso-vat-23-klima-ID6BzrNT.html#5e7133392b,Yaris
+48,58 000,Opel Zafira C,"2.0 CDTI, Salon Polska, Serwis ASO, 162 KM, 7 miejsc, Skóra, Navi,",89 219 km,Opel,"Okulickiego 3B - 05-500 Piaseczno, piaseczyński, Mazowieckie (Polska)",1 956 cm3,2014,https://www.otomoto.pl/oferta/opel-zafira-2-0-cdti-salon-polska-serwis-aso-162-km-7-miejsc-skora-navi-ID6ByEUk.html#5e7133392b,Zafira
+48,46 000,Toyota RAV4 III,"2.0 VVT-i, Salon Polska, Navi, Klima, Parktronic",154 594 km,Toyota,"Okulickiego 3B - 05-500 Piaseczno, piaseczyński, Mazowieckie (Polska)",1 987 cm3,2012,https://www.otomoto.pl/oferta/toyota-rav4-2-0-vvt-i-salon-polska-navi-klima-parktronic-ID6ByEUl.html#5e7133392b,RAV4
+48,30 730,Toyota Yaris III,"1.0 VVT-i, Salon Polska, 1. Właściciel, Serwis ASO, VAT 23%, Klima",44 946 km,Toyota,"Okulickiego 3B - 05-500 Piaseczno, piaseczyński, Mazowieckie (Polska)",998 cm3,2016,https://www.otomoto.pl/oferta/toyota-yaris-1-0-vvt-i-salon-polska-1-wlasciciel-serwis-aso-vat-23-klima-ID6BzrNY.html#5e7133392b,Yaris
