phone,price,title,sub_title,km,marque,location,capacite,annee,link_car,modele
791,39 000,Toyota Yaris III,Nowa instalacja gazowa.Toyota Yaris III Premium City+Cool 5 drzwiowa,21 340 km,Toyota,"Jastrzębie-Zdrój, Śląskie",1 329 cm3,2014,https://www.otomoto.pl/oferta/toyota-yaris-nowa-instalacja-gazowa-toyota-yaris-iii-premium-city-cool-5-drzwiowa-ID6Bz65X.html#e5be029ab4,Yaris
799,120 900,Volkswagen Passat B8,Comfortline 2.0 TDI 150 KM DSG - Wyprzedaż Rocznika w ASO,5 km,Volkswagen,"Szczecińska 36/38 - 91-222 Łódź, Bałuty (Polska)",2 000 cm3,2018,https://www.otomoto.pl/oferta/volkswagen-passat-comfortline-2-0-tdi-150-km-dsg-wyprzedaz-rocznika-w-aso-ID6Bv2i4.html#e5be029ab4,Passat
519,51 900,Audi A5 8T,Audi a5 280 km full opcja zamiana,160 000 km,Audi,"Grudziądz, Kujawsko-pomorskie",3 000 cm3,2008,https://www.otomoto.pl/oferta/audi-a5-audi-a5-280-km-full-opcja-zamiana-ID6BztmT.html#e5be029ab4,A5
690,36 900,Alfa Romeo Giulietta,__ Quadrifoglio VERDE __ Anielska diablica __ 235 KONI __ &&&,176 000 km,Alfa Romeo,"Nowy Kamion - 96-512 Nowy Kamion, sochaczewski, Mazowieckie (Polska)",1 750 cm3,2011,https://www.otomoto.pl/oferta/alfa-romeo-giulietta-quadrifoglio-verde-anielska-diablica-235-koni-ID6AYXbP.html#e5be029ab4,Giulietta
537,54 900,Kia Sportage III,2.0 184KM AWD Duża Navi Ledy Automat Xenony Kamera *Gwarancja*,168 700 km,Kia,"Stryjska, 24 - 81-506 Gdynia, Redłowo (Polska)",1 998 cm3,2013,https://www.otomoto.pl/oferta/kia-sportage-2-0-184km-awd-duza-navi-ledy-automat-xenony-kamera-gwarancja-ID6BuLVC.html#e5be029ab4,Sportage
+48,37 499,Opel Insignia A,"220KM! ALU20"", Koła zimowe gratis! Bezwypadek, Serwis tylko w ASO, TOP",182 000 km,Opel,"Odrzańska 58 - 46-050 Kąty Opolskie, opolski, Opolskie (Polska)",1 998 cm3,2010,https://www.otomoto.pl/oferta/opel-insignia-220km-alu20-kola-zimowe-gratis-bezwypadek-serwis-tylko-w-aso-top-ID6BuNig.html#e5be029ab4,Insignia
323,383 000,Mercedes-Benz GLE,GLE 350d 4Matic Coupé ! Rabat 72 500 zł,1 km,Mercedes-Benz,"ul. Daimlera 1 - 41-209 Sosnowiec, Śląskie (Polska)",2 987 cm3,2018,https://www.otomoto.pl/oferta/mercedes-benz-gle-gle-350d-4matic-coup-rabat-72-500-zl-ID6Bztpj.html#e5be029ab4,GLE
608,6 999,Volkswagen Bora,VW Bora Golf IV * 1.9 TDI 115 KM * 2000r. * Klima * Opłacona *,238 000 km,Volkswagen,"Ciechanów, ciechanowski, Mazowieckie",1 900 cm3,2000,https://www.otomoto.pl/oferta/volkswagen-bora-vw-bora-golf-iv-1-9-tdi-115-km-2000r-klima-oplacona-ID6BnIHc.html#e5be029ab4,Bora
502,51 900,Mercedes-Benz Klasa E W212,Avangarde//Super stan//Gwarancja,246 000 km,Mercedes-Benz,"Kisielany - 08-110 Siedlce, Mazowieckie (Polska)",2 200 cm3,2009,https://www.otomoto.pl/oferta/mercedes-benz-klasa-e-avangarde-super-stan-gwarancja-ID6BvazT.html#e5be029ab4,Klasa E
791,79 900,Jeep Renegade,"LIMITED 4x4, navi, PL menu",35 654 km,Jeep,"Pniewy, szamotulski, Wielkopolskie",2 360 cm3,2016,https://www.otomoto.pl/oferta/jeep-renegade-limited-4x4-navi-pl-menu-ID6BphQA.html#e5be029ab4,Renegade
225,374 900,BMW X5 M,BMW X5 M50d | Harman&Kardon | Asyst.parkowania | Head Up!,15 166 km,BMW,"al.Prymasa Tysiąclecia 64 - 01-424 Warszawa, Wola (Polska)",3 000 cm3,2018,https://www.otomoto.pl/oferta/bmw-x5-m-bmw-x5-m50d-harman-kardon-asyst-parkowania-head-up-ID6BA38G.html#e5be029ab4,X5 M
426,379 900,Volkswagen Touareg III,"R Line 3.0 V6 TDI 286KM Tiptronic, Kamera, Wyprzedaż Rocznika w ASO",1 km,Volkswagen,"Niciarniana 51/53 - 92-320 Łódź, Łódzkie (Polska)",2 967 cm3,2018,https://www.otomoto.pl/oferta/volkswagen-touareg-r-line-3-0-v6-tdi-286km-tiptronic-kamera-wyprzedaz-rocznika-w-aso-ID6Bs3b0.html#e5be029ab4,Touareg
505,11 900,Toyota Yaris II,"1.4 D4D, wersja SOL, Klimatronik,ALU, koła zimowe ALU, stan bdb",220 000 km,Toyota,"Skarszewy, starogardzki, Pomorskie",1 364 cm3,2006,https://www.otomoto.pl/oferta/toyota-yaris-1-4-d4d-wersja-sol-klimatronik-alu-kola-zimowe-alu-stan-bdb-ID6BxQQ1.html#e3a67ddec1,Yaris
601,41 900,Peugeot 308 T8,Salon Polska Gwarancja 1.6 THP 125KM Active,86 450 km,Peugeot,"ul. Poznańska 156 - 62-052 Komorniki, poznański, Wielkopolskie (Polska)",1 600 cm3,2014,https://www.otomoto.pl/oferta/peugeot-308-salon-polska-gwarancja-1-6-thp-125km-active-ID6BykvW.html#e5be029ab4,308
664,14 990,Volkswagen Transporter T4,2.5 TDI Lifting! Holenderka! Dokka! Brygadówka! Stan idealny!,256 000 km,Volkswagen,"Szczecin, Zachodniopomorskie, Śródmieście",2 500 cm3,2001,https://www.otomoto.pl/oferta/volkswagen-transporter-2-5-tdi-lifting-holenderka-dokka-brygadowka-stan-idealny-ID6BA38L.html#e5be029ab4,Transporter
727,68 888,Opel Vivaro II,LONG 1.6 bez Ad Blue! 120KM SalonPL SerwASO 9osób Navi klima 2kpl.opon,137 000 km,Opel,"Świdwin, świdwiński, Zachodniopomorskie",1 600 cm3,2015,https://www.otomoto.pl/oferta/opel-vivaro-long-1-6-bez-ad-blue-120km-salonpl-serwaso-9osob-navi-klima-2kpl-opon-ID6zS1Nw.html#e3a67ddec1,Vivaro
799,57 200,Volkswagen Polo VI,"Comfortline 1,0 TSI 95 KM - Wyprzedaż Rocznika w ASO",5 km,Volkswagen,"Szczecińska 36/38 - 91-222 Łódź, Bałuty (Polska)",1 000 cm3,2018,https://www.otomoto.pl/oferta/volkswagen-polo-comfortline-1-0-tsi-95-km-wyprzedaz-rocznika-w-aso-ID6BoVnn.html#e3a67ddec1,Polo
799,57 700,Volkswagen Polo VI,"Comfortline 1,0 TSI 95 KM - Wyprzedaż Rocznika w ASO",5 km,Volkswagen,"Szczecińska 36/38 - 91-222 Łódź, Bałuty (Polska)",1 000 cm3,2018,https://www.otomoto.pl/oferta/volkswagen-polo-comfortline-1-0-tsi-95-km-wyprzedaz-rocznika-w-aso-ID6BoVoA.html#e3a67ddec1,Polo
717,66 699,Opel Astra K,1.4(125KM) 'Enjoy' Pakiet Biznes Plus+Koło|Super Cena Rabat !,1 km,Opel,"Strzegomska - 53-413 Wrocław, Śródmieście (Polska)",1 399 cm3,2018,https://www.otomoto.pl/oferta/opel-astra-1-4125km-enjoy-pakiet-biznes-plus-kolo-super-cena-rabat-ID6BA36Q.html#e3a67ddec1,Astra
799,58 400,Volkswagen Polo VI,"Comfortline 1,0 TSI 95 KM - Pakiet zimowy - Wyprzedaż Rocznika w ASO",5 km,Volkswagen,"Szczecińska 36/38 - 91-222 Łódź, Bałuty (Polska)",1 000 cm3,2018,https://www.otomoto.pl/oferta/volkswagen-polo-comfortline-1-0-tsi-95-km-pakiet-zimowy-wyprzedaz-rocznika-w-aso-ID6AuCxl.html#e3a67ddec1,Polo
799,117 900,Volkswagen Passat B8,Comfortline 2.0 TDI 150 KM DSG - Wyprzedaż Rocznika w ASO,5 km,Volkswagen,"Szczecińska 36/38 - 91-222 Łódź, Bałuty (Polska)",2 000 cm3,2018,https://www.otomoto.pl/oferta/volkswagen-passat-comfortline-2-0-tdi-150-km-dsg-wyprzedaz-rocznika-w-aso-ID6Bpxfg.html#e3a67ddec1,Passat
510,39 900,Hyundai I30 II,Utrzymany Wzorowo Kamera Navi3D 2xPdc Led GWARANCJA 12 Mcy,154 932 km,Hyundai,"Ul.Oławska - 57-100 Strzelin, strzeliński, Dolnośląskie (Polska)",1 600 cm3,2015,https://www.otomoto.pl/oferta/hyundai-i30-utrzymany-wzorowo-kamera-navi3d-2xpdc-led-gwarancja-12-mcy-ID6ByFZG.html#e3a67ddec1,I30
717,84 458,Seat Arona,1.0 TSI 115KM 'XCELLENCE' Park Assist|Kamera|Opcje|Rabat!!!,1 km,Seat,"Strzegomska - 53-413 Wrocław, Śródmieście (Polska)",999 cm3,2018,https://www.otomoto.pl/oferta/seat-arona-1-0-tsi-115km-xcellence-park-assist-kamera-opcje-rabat-ID6Bw9Cj.html#e3a67ddec1,Arona
799,92 900,Volkswagen Golf VII,Variant Highline 1.5 TSI 130 KM - Wyprzedaż rocznika w ASO,5 km,Volkswagen,"Szczecińska 36/38 - 91-222 Łódź, Bałuty (Polska)",1 500 cm3,2018,https://www.otomoto.pl/oferta/volkswagen-golf-variant-highline-1-5-tsi-130-km-wyprzedaz-rocznika-w-aso-ID6By96N.html#e3a67ddec1,Golf
799,129 600,Volkswagen Tiguan II,Comfortline 2.0 TDI 150 KM DSG - Wyprzedaż Rocznika w ASO,5 km,Volkswagen,"Szczecińska 36/38 - 91-222 Łódź, Bałuty (Polska)",2 000 cm3,2018,https://www.otomoto.pl/oferta/volkswagen-tiguan-comfortline-2-0-tdi-150-km-dsg-wyprzedaz-rocznika-w-aso-ID6Bya9h.html#e3a67ddec1,Tiguan
799,29 700,Škoda Fabia II,"1,2 benzyna , Salon Polska, Bezwypadkowy, Klimatyzacja,Hak, Czujniki",77 000 km,Škoda,"NOWOTORUŃSKA 15 - 85-854 Bydgoszcz, Kujawsko-pomorskie (Polska)",1 197 cm3,2014,https://www.otomoto.pl/oferta/skoda-fabia-1-2-benzyna-salon-polska-bezwypadkowy-klimatyzacja-hak-czujniki-ID6Bs9M0.html#e3a67ddec1,Fabia
799,131 300,Volkswagen Tiguan II,Comfortline 2.0 TDI 150 KM DSG - Wyprzedaż Rocznika w ASO,5 km,Volkswagen,"Szczecińska 36/38 - 91-222 Łódź, Bałuty (Polska)",2 000 cm3,2018,https://www.otomoto.pl/oferta/volkswagen-tiguan-comfortline-2-0-tdi-150-km-dsg-wyprzedaz-rocznika-w-aso-ID6Bya9l.html#e3a67ddec1,Tiguan
799,120 600,Volkswagen T-Roc,R-Line 1.5 TSI 150 KM - Wyprzedaż Rocznika w ASO,5 km,Volkswagen,"Szczecińska 36/38 - 91-222 Łódź, Bałuty (Polska)",1 500 cm3,2018,https://www.otomoto.pl/oferta/volkswagen-t-roc-r-line-1-5-tsi-150-km-wyprzedaz-rocznika-w-aso-ID6ByLaI.html#e3a67ddec1,T-Roc
668,9 500,Volkswagen Polo IV,,247 000 km,Volkswagen,"Lublin, Lubelskie",1 896 cm3,2005,https://www.otomoto.pl/oferta/volkswagen-polo-ID6BqJ7y.html#e3a67ddec1,Polo
799,57 700,Volkswagen Polo VI,Comfortline 1.0 TSI 95 KM - Wyprzedaż Rocznika w ASO,5 km,Volkswagen,"Szczecińska 36/38 - 91-222 Łódź, Bałuty (Polska)",1 000 cm3,2018,https://www.otomoto.pl/oferta/volkswagen-polo-comfortline-1-0-tsi-95-km-wyprzedaz-rocznika-w-aso-ID6Bpt0v.html#e3a67ddec1,Polo
796,60 900,Audi A6 C7,10.2016 TDI BOSE Alcantara BiXenon S Tronic Navi Salon PL 1 wł.,50 000 km,Audi,"Harcerska 64 - 43-100 Tychy, Śląskie (Polska)",2 000 cm3,2016,https://www.otomoto.pl/oferta/audi-a6-10-2016-tdi-bose-alcantara-bixenon-s-tronic-navi-salon-pl-1-wl-ID6BzSaf.html#e3a67ddec1,A6
796,61 900,Audi Q5 8R,11.2015 Salon Polska Quattro BiXenon Ver. Havana Serwis ASO Navi,25 000 km,Audi,"Harcerska 64 - 43-100 Tychy, Śląskie (Polska)",2 000 cm3,2015,https://www.otomoto.pl/oferta/audi-q5-11-2015-salon-polska-quattro-bixenon-ver-havana-serwis-aso-navi-ID6BzBkL.html#e3a67ddec1,Q5
799,64 690,Volkswagen Golf VII,CITY 1.0 TSI 85 KM LED - OD RĘKI - Wyprzedaż Rocznika w ASO,5 km,Volkswagen,"Szczecińska 36/38 - 91-222 Łódź, Bałuty (Polska)",1 000 cm3,2018,https://www.otomoto.pl/oferta/volkswagen-golf-city-1-0-tsi-85-km-led-od-reki-wyprzedaz-rocznika-w-aso-ID6BqQg1.html#e3a67ddec1,Golf
733,28 900,Audi A6 C6,Czarna Podsufitka Rolety Pakiet S Line,290 000 km,Audi,"Brodnica, brodnicki, Kujawsko-pomorskie",3 000 cm3,2008,https://www.otomoto.pl/oferta/audi-a6-czarna-podsufitka-rolety-pakiet-s-line-ID6BuSip.html#e3a67ddec1,A6
222,181 500,Volvo XC 40,T5 AWD First Edition SalonPL Bezwypadkowy FV23%,15 000 km,Volvo,"Woronicza 19 - 02-625 Warszawa, Mokotów (Polska)",1 969 cm3,2018,https://www.otomoto.pl/oferta/volvo-xc-40-t5-awd-first-edition-salonpl-bezwypadkowy-fv23-ID6B7stL.html#9516438a8d,XC 40
692,22 999,Mercedes-Benz Klasa E W211,"Avangarde, xenon, navi, SUPER STAN, GWARANCJA",244 000 km,Mercedes-Benz,"Leszno - 64-100 Leszno, Wielkopolskie (Polska)",2 987 cm3,2005,https://www.otomoto.pl/oferta/mercedes-benz-klasa-e-avangarde-xenon-navi-super-stan-gwarancja-ID6Bz0Wr.html#9516438a8d,Klasa E
799,162 500,Volkswagen Amarok,3.0 V6 TDI 224KM 4MOTION Highline z rurami Wyprzedaż Rocznika w ASO,10 km,Volkswagen,"Ul. Radzymińska 78 - 03-752 Warszawa, Praga-Północ (Polska)",2 967 cm3,2018,https://www.otomoto.pl/oferta/volkswagen-amarok-3-0-v6-tdi-224km-4motion-highline-z-rurami-wyprzedaz-rocznika-w-aso-ID6A9OqJ.html#9516438a8d,Amarok
799,177 100,Volkswagen California,T6 Beach - 2.0 TDI 150KM DSG 3000mm 7-osobowy Polski Dealer!,10 km,Volkswagen,"Ul. Radzymińska 78 - 03-752 Warszawa, Praga-Północ (Polska)",1 968 cm3,2018,https://www.otomoto.pl/oferta/volkswagen-california-t6-beach-2-0-tdi-150km-dsg-3000mm-7-osobowy-polski-dealer-ID6zJDfS.html#9516438a8d,California
730,39 900,BMW X3 E83,2010r 2.0d Mpakiet 160tys.km Full Opcja Salon Polska,168 800 km,BMW,"Mielec, mielecki, Podkarpackie",1 998 cm3,2010,https://www.otomoto.pl/oferta/bmw-x3-2010r-2-0d-mpakiet-160tys-km-full-opcja-salon-polska-ID6BzCyx.html#9516438a8d,X3
661,41 900,Toyota Auris II,II Touring Sports D 4D 2.0 Dieles 124 KM Premium Kamera Navi serwis,190 000 km,Toyota,"58-210 Łagiewniki ul. Mickiewicza 13 - 58-210 Łagiewniki, dzierżoniowski, Dolnośląskie (Polska)",1 998 cm3,2014,https://www.otomoto.pl/oferta/toyota-auris-ii-touring-sports-d-4d-2-0-dieles-124-km-premium-kamera-navi-serwis-ID6ByGvL.html#9516438a8d,Auris
501,51 900,Peugeot 5008 I,2.0HDI 96tys. Xenon Ledy Skora Panorama Navi Kamera cofania Pdc ARKOS,96 509 km,Peugeot,"Malborska 58 - 82-300 Elbląg, Warmińsko-mazurskie (Polska)",2 000 cm3,2015,https://www.otomoto.pl/oferta/peugeot-5008-2-0hdi-96tys-xenon-ledy-skora-panorama-navi-kamera-cofania-pdc-arkos-ID6BzsWi.html#9516438a8d,5008
785,59 000,Ford Kuga II,Titanium!!! Bardzo Bogata Wersja!!! Okazja!!! 180HP,43 200 km,Ford,"Psary Kolonia 63 - 29-145 Secemin, włoszczowski, Świętokrzyskie (Polska)",1 500 cm3,2017,https://www.otomoto.pl/oferta/ford-kuga-titanium-bardzo-bogata-wersja-okazja-180hp-ID6AnvA5.html#9516438a8d,Kuga
608,25 500,Ford Mondeo Mk4,2009r 1.6 benz 120tys.km Salon Polska 1 wlasc,121 500 km,Ford,"Mielec, mielecki, Podkarpackie",1 600 cm3,2009,https://www.otomoto.pl/oferta/ford-mondeo-2009r-1-6-benz-120tys-km-salon-polska-1-wlasc-ID6Bu5Il.html#9516438a8d,Mondeo
607,129 900,Audi Q3,Audi Q3 Sport 1.4 TFSI 150 KM 6 biegów WYRZEDAŻ ROCZNIKA W ASO,1 km,Audi,"Lubowidzka 42 - 80-174 Gdańsk, Pomorskie (Polska)",1 400 cm3,2018,https://www.otomoto.pl/oferta/audi-q3-audi-q3-sport-1-4-tfsi-150-km-6-biegow-wyrzedaz-rocznika-w-aso-ID6BuaNP.html#9516438a8d,Q3
785,49 900,Volkswagen CC,Jedyna taka wersja!!! 2.0 benzyna 210HP Zapraszam !!! OKAZJA !!,155 000 km,Volkswagen,"Psary Kolonia 63 - 29-145 Secemin, włoszczowski, Świętokrzyskie (Polska)",2 000 cm3,2013,https://www.otomoto.pl/oferta/volkswagen-cc-jedyna-taka-wersja-2-0-benzyna-210hp-zapraszam-okazja-ID6Bvkz7.html#9516438a8d,CC
783,136 960,Ford S-Max I,"Titanium, Automat, Diesel 180 kM",12 000 km,Ford,"AL. ARMII KRAJOWEJ 50 - 35-307 Rzeszów, Podkarpackie (Polska)",1 997 cm3,2017,https://www.otomoto.pl/oferta/ford-s-max-titanium-automat-diesel-180-km-ID6zWE59.html#9516438a8d,S-Max
508,17 500,Audi A4 B6,1.8T 163KM *BiXenon*Parktronic*4 x El.Szyby*Kompletny Serwis*,196 754 km,Audi,"Oleśnica woj.Dolnośląskie - 56-400 Oleśnica, oleśnicki, Dolnośląskie (Polska)",1 800 cm3,2004,https://www.otomoto.pl/oferta/audi-a4-1-8t-163km-bixenonparktronic4-x-el-szybykompletny-serwis-ID6Bws87.html#9516438a8d,A4
604,79 900,Volkswagen Passat B8,"Comfortline DSG, Salon Polska, nawigacja, LED",93 600 km,Volkswagen,"ul.Wiatraczna 5 - 61-242 Poznań, Wielkopolskie (Polska)",1 968 cm3,2015,https://www.otomoto.pl/oferta/volkswagen-passat-comfortline-dsg-salon-polska-nawigacja-led-ID6BzsXo.html#9516438a8d,Passat
799,131 874,Audi Q3,WYPRZEDAŻ rocznika  w ASO * Led * metalik * elektr klapa * sport,1 km,Audi,"Łużycka 3A - 81-537 Gdynia, Redłowo (Polska)",1 400 cm3,2018,https://www.otomoto.pl/oferta/audi-q3-wyprzedaz-rocznika-w-aso-led-metalik-elektr-klapa-sport-ID6Bu6Xw.html#9516438a8d,Q3
793,114 900,Mazda CX-3,2.0 150 KM 4X4 6MT wersja SkyPassion,4 km,Mazda,"Trasa Północna 12B - 65-119 Zielona Góra, Lubuskie (Polska)",1 998 cm3,2018,https://www.otomoto.pl/oferta/mazda-cx-3-2-0-150-km-4x4-6mt-wersja-skypassion-ID6BsgNp.html#9516438a8d,CX-3
799,131 874,Audi Q3,WYPRZEDAŻ rocznika w ASO * Led * metalik * elektr klapa * sport,1 km,Audi,"Łużycka 3A - 81-537 Gdynia, Redłowo (Polska)",1 400 cm3,2018,https://www.otomoto.pl/oferta/audi-q3-wyprzedaz-rocznika-w-aso-led-metalik-elektr-klapa-sport-ID6Bu6Xr.html#9516438a8d,Q3
886,21 900,Hyundai Tucson I,Piękna 2.0 Benzyna 150km Klimatronik Skóry Serwis z De,168 000 km,Hyundai,"Ostrów Mazowiecka, ostrowski, Mazowieckie",2 000 cm3,2008,https://www.otomoto.pl/oferta/hyundai-tucson-piekna-2-0-benzyna-150km-klimatronik-skory-serwis-z-de-ID6BA2rt.html#2e9a43be3a,Tucson
793,84 900,BMW Seria 5 F10,"BMW 528i bezpośrednio od właściciela, zimówki, xDrive,",108 000 km,BMW,"Częstochowa, Śląskie, Lisiniec",2 000 cm3,2015,https://www.otomoto.pl/oferta/bmw-seria-5-bmw-528i-bezposrednio-od-wlasciciela-zimowki-xdrive-ID6AHLKa.html#2e9a43be3a,Seria 5
502,12 900,Seat Altea,"1,9 tdi 105PS Klimatronik Nowe opony",241 500 km,Seat,"Skarszewy, starogardzki, Pomorskie",1 896 cm3,2006,https://www.otomoto.pl/oferta/seat-altea-1-9-tdi-105ps-klimatronik-nowe-opony-ID6BuVTc.html#2e9a43be3a,Altea
604,115 000,Audi Q5 8R,"4x4,Mały przebieg,Polski salon,Faktura,Pierwszy właściciel,Gwarancja",82 863 km,Audi,"Biała, kłobucki, Śląskie",2 000 cm3,2014,https://www.otomoto.pl/oferta/audi-q5-4x4-maly-przebieg-polski-salon-faktura-pierwszy-wlasciciel-gwarancja-ID6By23Y.html#2e9a43be3a,Q5
606,48 900,Toyota ProAce,2.0 130km Długa 6 Osób Klima Gwarancja Idealna,122 000 km,Toyota,"ul. Kochanowskiego 6 - 48 370 Paczków, nyski, Opolskie (Polska)",2 000 cm3,2017,https://www.otomoto.pl/oferta/toyota-proace-2-0-130km-dluga-6-osob-klima-gwarancja-idealna-ID6Bz0Uq.html#2e9a43be3a,ProAce
501,251 506,BMW X3 G01,xDrive 20d xLine 190 KM Wyprzedaż rocznika w ASO,5 km,BMW,"Rokicińska 190 - 92-412 Łódź, Widzew (Polska)",2 000 cm3,2018,https://www.otomoto.pl/oferta/bmw-x3-xdrive-20d-xline-190-km-wyprzedaz-rocznika-w-aso-ID6BmE9t.html#2e9a43be3a,X3
662,13 900,Opel Meriva I,1.3 cdti klima zadbany face lifting,226 000 km,Opel,"Warszawa, Mazowieckie, Żoliborz",1 300 cm3,2009,https://www.otomoto.pl/oferta/opel-meriva-1-3-cdti-klima-zadbany-face-lifting-ID6BzsAQ.html#2e9a43be3a,Meriva
604,46 700,Toyota Avensis III,"Prestige, webasto, biksenony, salon Polska, ASO",105 000 km,Toyota,"ul.Wiatraczna 5 - 61-242 Poznań, Wielkopolskie (Polska)",1 987 cm3,2009,https://www.otomoto.pl/oferta/toyota-avensis-prestige-webasto-biksenony-salon-polska-aso-ID6By56e.html#2e9a43be3a,Avensis
799,112 900,Mini Countryman,Countryman bez wpłaty/48m c/1080 netto,5 km,Mini,"Ostrobramska 73 - 04-175 Warszawa, Mazowieckie (Polska)",1 499 cm3,2018,https://www.otomoto.pl/oferta/mini-countryman-countryman-bez-wplaty-48m-c-1080-netto-ID6ByFTf.html#2e9a43be3a,Countryman
799,72 500,Seat Leon III,5D STYLE 1.5 TSI 130 KM Promo pakiet Super cena Wyprzedaż rocznika,5 km,Seat,"Elewatorska 39 - 15-620 Białystok, Podlaskie (Polska)",1 498 cm3,2018,https://www.otomoto.pl/oferta/seat-leon-5d-style-1-5-tsi-130-km-promo-pakiet-super-cena-wyprzedaz-rocznika-ID6z1k5n.html#2e9a43be3a,Leon
793,30 000,Audi A4 B7,2.0 Tfsi 200 PS Xenon Klima Podgrzewane fotele Serwis do końca,114 000 km,Audi,"Ostrów Mazowiecka, ostrowski, Mazowieckie",3 000 cm3,2007,https://www.otomoto.pl/oferta/audi-a4-2-0-tfsi-200-ps-xenon-klima-podgrzewane-fotele-serwis-do-konca-ID6BA2qQ.html#2e9a43be3a,A4
601,39 000,Mercedes-Benz Klasa C W204,Mercedes Benz Klasa C W204,170 879 km,Mercedes-Benz,"Stargard Szczeciński, stargardzki, Zachodniopomorskie",2 143 cm3,2009,https://www.otomoto.pl/oferta/mercedes-benz-klasa-c-mercedes-benz-klasa-c-w204-ID6ByFSr.html#2e9a43be3a,Klasa C
501,41 900,Volvo XC 60 I,D5 205KM AWD Warszawa Pierwszy właściciel Salon Polska VAT23%,205 750 km,Volvo,"Warszawa, Mazowieckie, Praga-Północ",2 400 cm3,2010,https://www.otomoto.pl/oferta/volvo-xc-60-d5-205km-awd-warszawa-pierwszy-wlasciciel-salon-polska-vat23-ID6By6XR.html#2e9a43be3a,XC 60
323,487 999,Mercedes-Benz Klasa S W222,d 3.0 340KM 4Matic Long Lift Pakiet AMG/Exclusive,42 500 km,Mercedes-Benz,"ul. Daimlera 1 - 41-209 Sosnowiec, Śląskie (Polska)",2 925 cm3,2017,https://www.otomoto.pl/oferta/mercedes-benz-klasa-s-d-3-0-340km-4matic-long-lift-pakiet-amg-exclusive-ID6znOqQ.html#2e9a43be3a,Klasa S
606,48 500,Peugeot Expert,2.0 130 Km L2 Długi 6 Osób Klima Gwarancja Idealny,122 000 km,Peugeot,"ul. Kochanowskiego 6 - 48 370 Paczków, nyski, Opolskie (Polska)",2 000 cm3,2017,https://www.otomoto.pl/oferta/peugeot-expert-2-0-130-km-l2-dlugi-6-osob-klima-gwarancja-idealny-ID6Bz0UW.html#2e9a43be3a,Expert
323,43 500,Smart Forfour II,0.9 90KM Passion (aut.),20 500 km,Smart,"ul. Daimlera 1 - 41-209 Sosnowiec, Śląskie (Polska)",898 cm3,2017,https://www.otomoto.pl/oferta/smart-forfour-0-9-90km-passion-aut-ID6A6pg4.html#2e9a43be3a,Forfour
502,57 900,Audi A3 8V,Piękna Sztuka__ Bixenon__Ledy__Brązowe Skóry* Wersja Jakich Mało !!,179 000 km,Audi,"SZLACHECKA 38 - 09-410 Płock, Mazowieckie (Polska)",1 600 cm3,2014,https://www.otomoto.pl/oferta/audi-a3-piekna-sztuka-bixenon-ledy-brazowe-skory-wersja-jakich-malo-ID6BzsGd.html#2e9a43be3a,A3
786,14 500,Suzuki Liana,"1.6 benzyna, jak nowa 48 tys km, , salon pl. bezwypadkowa",47 800 km,Suzuki,"Marki, wołomiński, Mazowieckie",1 600 cm3,2004,https://www.otomoto.pl/oferta/suzuki-liana-1-6-benzyna-jak-nowa-48-tys-km-salon-pl-bezwypadkowa-ID6BzsD2.html#2e9a43be3a,Liana
799,10 900,Suzuki Jimny,1.3 Benzyna 80KM Mały Przebieg SUPER STAN IDEAŁ BEZ RDZY !!,165 000 km,Suzuki,"Raków - 26-035 Raków, kielecki, Świętokrzyskie (Polska)",1 300 cm3,1998,https://www.otomoto.pl/oferta/suzuki-jimny-1-3-benzyna-80km-maly-przebieg-super-stan-ideal-bez-rdzy-ID6BA30n.html#2e9a43be3a,Jimny
575,87 900,BMW X3 F25,20i xDrive M Pakiet Salon PL Serwisowany,57 838 km,BMW,"Jagiellońska 84 - 03-303 Warszawa, Targówek (Polska)",1 997 cm3,2012,https://www.otomoto.pl/oferta/bmw-x3-20i-xdrive-m-pakiet-salon-pl-serwisowany-ID6BsvQ0.html#1e86359fc2,X3
126,69 850,Toyota Avensis III,"Premium , Vat 23% ,50.000 km VVTi",50 000 km,Toyota,"wielicka 119 - 30-552 Kraków, Małopolskie (Polska)",1 798 cm3,2015,https://www.otomoto.pl/oferta/toyota-avensis-premium-vat-23-50-000-km-vvti-ID6ByFUc.html#2e9a43be3a,Avensis
605,53 900,Nissan Micra K14,"Nissan Micra 0,9 90KM Visia Plus",1 km,Nissan,"ul. Łódzka 40 - 95-030 Rzgów, łódzki wschodni, Łódzkie (Polska)",900 cm3,2018,https://www.otomoto.pl/oferta/nissan-micra-nissan-micra-0-9-90km-visia-plus-ID6BuML9.html#1e86359fc2,Micra
004,45 000,Mini Countryman,,113 000 km,Mini,"Wrocław, Dolnośląskie, Krzyki",1 600 cm3,2010,https://www.otomoto.pl/oferta/mini-countryman-ID6BuIdP.html#1e86359fc2,Countryman
575,129 900,BMW Seria 5 F10,30d xDrive Modern Line Salon PL Serwisowany Bezwyp VAT-Marża,87 838 km,BMW,"Jagiellońska 84 - 03-303 Warszawa, Targówek (Polska)",2 993 cm3,2014,https://www.otomoto.pl/oferta/bmw-seria-5-30d-xdrive-modern-line-salon-pl-serwisowany-bezwyp-vat-marza-ID6BsoAy.html#1e86359fc2,Seria 5
